input,"node_ner: entity가 모두 잘 뽑혔는가? / entity 별로 통제, 우회인지 잘 분류되어 있는가?",node_preprocess: entity가 원하는 형태로 변경되었는가?,node_location_type_classify: entity가 올바른 형태인가? / location_type이 잘 분류되었는가?,"node_*_parser: road_name, start_node, end_node 등이 잘 매칭되었는가? / location_type이 잘 유지되었는가? / startDateTime과 endDateTime이 잘 적혔는가?"
"{""raw_incident_data"": {""endDateTime"": ""2026-06-14 17:00"", ""gu"": ""영등포구"", ""info"": ""[사고] 올림픽대로 하남 방향 여의하류→여의상류 구간 2차로 추돌사고"", ""lat"": ""126.90305679797058"", ""lng"": ""37.53694749951065"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-14 16:08:00"", ""x"": ""191431.978787"", ""y"": ""448609.246117""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-14 18:00"", ""gu"": ""마포구"", ""info"": ""[공사] 강변북로 일산 방향 월드컵대교북단→가양대교북단 구간 1차로 시설물보수"", ""lat"": ""126.88698247041889"", ""lng"": ""37.56271466861943"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-14 14:25:00"", ""x"": ""190014.737255"", ""y"": ""451470.679464""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-30 18:00:00"", ""gu"": ""은평구"", ""info"": ""교량 시설보수로 증산교 차량 운행제한\r-일시 : 2026.6.12.(금) 00:00~별도 공고시까지\r-장소: 불광천길→증산교(우회전로)\r-통제 : 진행방향 전면통제"", ""lat"": ""126.90342567714086"", ""lng"": ""37.57686972126335"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-12 00:00:00"", ""x"": ""191469.133415"", ""y"": ""453040.106103""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-12 18:00"", ""gu"": ""성동구"", ""info"": ""올림픽대로 김포방향(동호대교→한남대교) 4차로 추돌사고"", ""lat"": ""127.02650391450922"", ""lng"": ""37.53380779156013"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-12 16:20:00"", ""x"": ""202342.563393"", ""y"": ""448256.690943""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-30 18:00:00"", ""gu"": ""서대문구"", ""info"": ""교량 시설보수로 증산교 차량 운행제한-일시 : 2026.6.12.(금) 00:00~별도 공고시까지-장소: 불광천길→증산교(우회전로) -통제 : 진행방향 전면통제"", ""lat"": ""126.90342567714086"", ""lng"": ""37.57686972126335"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-12 00:00:00"", ""x"": ""191469.133415"", ""y"": ""453040.106103""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-30 18:00:00"", ""gu"": ""마포구"", ""info"": ""교량 시설보수로 증산교 차량 운행제한\r-일시 : 2026.6.12.(금) 00:00~별도 공고시까지\r-장소: 불광천길→증산교(우회전로) \r-통제 : 진행방향 전면통제"", ""lat"": ""126.90342567714086"", ""lng"": ""37.57686972126335"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-12 00:00:00"", ""x"": ""191469.133415"", ""y"": ""453040.106103""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-11 17:30"", ""gu"": ""강남구"", ""info"": ""[사고] 강남대로 국기원입구교차로 → 강남역사거리 방향 4차로 교통사고    서울청"", ""lat"": ""127.03103231010398"", ""lng"": ""37.49901217479763"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-11 16:41:00"", ""x"": ""202744.081987"", ""y"": ""444394.940075""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-09-30 00:00:00"", ""gu"": ""송파구"", ""info"": ""국제교류복합지구 도로개선사업관련,  탄천동로 (잠실유수지공원 ↔ 종합운동장교차로)양방향 전면차단(1.6km)\r  ※ 통제기간 : 2025.8.25~ 2027.9.30(27개월) "", ""lat"": ""127.07145865529276"", ""lng"": ""37.50624403078452"", ""si"": ""서울특별시"", ""startDateTime"": ""2025-08-25 00:00:00"", ""x"": ""206318.237564"", ""y"": ""445199.529199""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-11-02 07:00:00"", ""gu"": ""중구"", ""info"": ""소공로 보행환경 개선공사(차로축소, 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제"", ""lat"": ""126.97864791274915"", ""lng"": ""37.56470083559556"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-03 21:00:00"", ""x"": ""198113.5624945798"", ""y"": ""451685.3312326056""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-11 16:30"", ""gu"": ""성동구"", ""info"": ""[사고] 강변북로 구리 방향 한강대교북단→동작대교북단 구간 3차로 추돌사고 "", ""lat"": ""126.96747592729554"", ""lng"": ""37.519265337683024"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-11 15:35:00"", ""x"": ""197124.783436"", ""y"": ""446642.826727""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-11 16:30"", ""gu"": ""종로구"", ""info"": ""[사고] 통일로 염천교앞교차로 → 서대문역  방향 4차로 교통사고    서울청"", ""lat"": ""126.97136316510021"", ""lng"": ""37.55961378861528"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-11 15:45:00"", ""x"": ""197469.789617"", ""y"": ""451120.900155""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-11 17:00"", ""gu"": ""마포구"", ""info"": ""[사고] 내부순환로 성산 방향 홍제램프→연희램프 구간 3차로 추돌사고"", ""lat"": ""126.93533060494326"", ""lng"": ""37.585925428562646"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-11 16:12:00"", ""x"": ""194288.138809"", ""y"": ""454042.767893""}}",,,,
"{""raw_incident_data"": {""created_at"": ""2026-06-09 11:42:06"", ""end"": ""2026-06-09 20:30:00"", ""gu"": ""중구"", ""info"": ""1호선 용산역 화재로 인한 전면 통제"", ""lat"": ""126.964428"", ""lng"": ""37.529679"", ""si"": ""서울특별시"", ""start"": ""2026-06-09 09:18:00""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-09-30 00:00:00"", ""gu"": ""강남구"", ""info"": ""국제교류복합지구 도로개선사업관련,  탄천동로 (잠실유수지공원 ↔ 종합운동장교차로)양방면 전면차단(1.6km)\r  ※ 통제기간 : 2025.8.25~ 2027.9.30(27개월) "", ""lat"": ""127.07145865529276"", ""lng"": ""37.50624403078452"", ""si"": ""서울특별시"", ""startDateTime"": ""2025-08-25 00:00:00"", ""x"": ""206318.237564"", ""y"": ""445199.529199""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-08 23:30"", ""gu"": ""중구"", ""info"": ""[사고] 남대문로 을지로1가 에서 한국은행앞교차로 방향 차로 교통사고 서울청"", ""lat"": ""126.98213713382603"", ""lng"": ""37.56370332433305"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-08 16:15:00"", ""x"": ""198421.810966"", ""y"": ""451574.55489""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-09-30 00:00:00"", ""gu"": ""강남구"", ""info"": ""국제교류복합지구 도로개선사업관련, 탄천동로 (잠실유수지공원 ↔ 종합운동장교차로)양방면 전면차단(1.6km)\r  ※ 통제기간 : 2025.8.25~ 2027.9.30(27개월)"", ""lat"": ""127.07145865529276"", ""lng"": ""37.50624403078452"", ""si"": ""서울특별시"", ""startDateTime"": ""2025-08-25 00:00:00"", ""x"": ""206318.237564"", ""y"": ""445199.529199""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2030-05-04 00:00:00"", ""gu"": ""강남구"", ""info"": ""탄천나들목 및 봉은교 구조개선공사-일시 : 26.4.7.(화) 10:00~30.5.3.(금) 23:59- 장소 : 탄천나들목밑 탄천동로 본선- 통제 : 양방향 전면통제"", ""lat"": ""127.06971782330962"", ""lng"": ""37.5173086946366"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-04-07 10:00:00"", ""x"": ""206163.4066056019"", ""y"": ""446427.4506882597""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-30 23:00:00"", ""gu"": ""중구"", ""info"": ""[사고/전면통제] 서소문로 경찰청교차로↔서울아리수본부앞 삼거리 양방향 전면통제"", ""lat"": ""126.96754341430831"", ""lng"": ""37.561515053003845"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-05-26 15:25:00"", ""x"": ""197132.368018"", ""y"": ""451332.027718""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-30 23:00:00"", ""gu"": ""영등포구"", ""info"": ""경인로 (영등포로터리 → 서울교남단) 구간 영등포고가 철거관련 공사 시설물보수"", ""lat"": ""126.91386058350247"", ""lng"": ""37.519262714346226"", ""si"": ""서울특별시"", ""startDateTime"": ""2025-06-10 10:25:00"", ""x"": ""192385.0401850186"", ""y"": ""446645.5247824667""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-09-30 00:00:00"", ""gu"": ""송파구"", ""info"": ""국제교류복합지구 도로개선사업관련, 탄천동로 (잠실유수지공원 ↔ 종합운동장교차로)양방면 전면차단(1.6km)※ 통제기간 : 2025.8.25~ 2027.9.30(27개월)"", ""lat"": ""127.07145865529276"", ""lng"": ""37.50624403078452"", ""si"": ""서울특별시"", ""startDateTime"": ""2025-08-25 00:00:00"", ""x"": ""206318.237564"", ""y"": ""445199.529199""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-09-30 00:00:00"", ""gu"": ""송파구"", ""info"": ""국제교류복합지구 도로개선사업관련, 탄천동로 (잠실유수지공원 ↔ 종합운동장교차로)양방면 전면차단(1.6km)\r※ 통제기간 : 2025.8.25~ 2027.9.30(27개월)"", ""lat"": ""127.07145865529276"", ""lng"": ""37.50624403078452"", ""si"": ""서울특별시"", ""startDateTime"": ""2025-08-25 00:00:00"", ""x"": ""206318.237564"", ""y"": ""445199.529199""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-09-30 00:00:00"", ""gu"": ""송파구"", ""info"": ""국제교류복합지구 도로개선사업관련, 탄천동로 (잠실유수지공원 ↔ 종합운동장교차로)양방면 전면차단(1.6km)\r ※ 통제기간 : 2025.8.25~ 2027.9.30(27개월)"", ""lat"": ""127.07145865529276"", ""lng"": ""37.50624403078452"", ""si"": ""서울특별시"", ""startDateTime"": ""2025-08-25 00:00:00"", ""x"": ""206318.237564"", ""y"": ""445199.529199""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-08 18:00"", ""gu"": ""성동구"", ""info"": ""강변북로 구리 방향 한남대교북단→동호대교북단 구간 4차로 시설물보수"", ""lat"": ""127.01293062322581"", ""lng"": ""37.53177323394051"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-08 09:07:00"", ""x"": ""201142.911446"", ""y"": ""448030.628644""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-08 18:00"", ""gu"": ""성동구"", ""info"": ""[공사] 동부간선로 의정부 방향 성수JC→성동JC 구간 1차로 녹지작업"", ""lat"": ""127.02978479487837"", ""lng"": ""37.54250555410823"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-08 12:06:00"", ""x"": ""202632.240098"", ""y"": ""449222.122901""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-08 18:00"", ""gu"": ""성동구"", ""info"": ""[공사] 강변북로 구리 방향 한남대교북단→동호대교북단 구간 4차로 시설물보수"", ""lat"": ""127.01293062322581"", ""lng"": ""37.53177323394051"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-08 09:07:00"", ""x"": ""201142.911446"", ""y"": ""448030.628644""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-08 23:00"", ""gu"": ""동작구"", ""info"": ""[고장] 올림픽대로 김포 방향 동작대교남단→한강대교남단 구간 고장차량  * 발생 일시 : 2026년06월08일 15시08분"", ""lat"": ""126.97431726261493"", ""lng"": ""37.50578230674873"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-08 15:09:00"", ""x"": ""197729.167653"", ""y"": ""445146.194761""}}",,,,
"{""raw_incident_data"": {""endDateTime"": ""2026-06-08 23:00"", ""gu"": ""동작구"", ""info"": ""[고장] 올림픽대로 김포 방향 동작대교남단→한강대교남단 구간 고장차량 * 발생 일시 : 2026년06월08일 15시08분"", ""lat"": ""126.97431726261493"", ""lng"": ""37.50578230674873"", ""si"": ""서울특별시"", ""startDateTime"": ""2026-06-08 15:09:00"", ""x"": ""197729.167653"", ""y"": ""445146.194761""}}",,,,
